No.,nameen,ROCKTYPEid,slope-deg,IDW-5d,ls-value,latitude,longitude,STN0203,STN0311,STN0421
"5162730",Tree,"1",29.98759079,237.66221,"0",18.867474979969,99.3547999758453,286.4208281,7715.239001,9326.453203
"5162731",Tree,"1",31.33176994,237.66221,"0",18.867474889472,99.3548474434647,290.3906633,7715.503469,9327.689143
"5162732",Tree,"1",28.30319595,237.64364,"0",18.867519964536,99.3549068730729,298.3949977,7710.843993,9334.083379
"5162733",Tree,"1",29.45010567,237.64364,"0",18.8675198740115,99.3549543407044,302.3937951,7711.115913,9335.324339
"5162734",Tree,"1",31.33176994,237.64364,"0",18.8674747763337,99.3549067779886,295.3970411,7715.838603,9329.237609
"5162735",Tree,"1",32.58109283,237.64364,"0",18.8674746858094,99.3549542456073,299.4358773,7716.110347,9330.479213
"5162736",Tree,"1",29.45010567,237.62428,"0",18.8675197608389,99.3550136752434,307.4335937,7711.460362,9336.879075
"5162737",Tree,"1",30.17276382,237.62428,"0",18.8675196702872,99.3550611428742,311.4970841,7711.73956,9338.125692
"5162738",Tree,"1",32.58109283,237.62428,"0",18.8674745726371,99.3550135801304,304.5246325,7716.454573,9332.034757
"5162739",Tree,"1",32.65096664,237.62428,"0",18.8674744820856,99.3550610477486,308.6264257,7716.73359,9333.28202
"5162740",Tree,"1",30.17276382,237.60415,"0",18.8675195763269,99.355110390541,315.7414346,7712.032646,9339.421712
"5162741",Tree,"1",32.65096664,237.60415,"0",18.8674743881256,99.3551102954021,312.9097167,7717.026486,9334.578713
"5162742",Tree,"1",30.17276382,237.58324,"0",18.8675194665015,99.3551679450427,320.7369299,7712.379579,9340.939764
"5162743",Tree,"1",30.97779274,237.58324,"0",18.8675193759104,99.3552154126727,324.8843201,7712.669286,9342.194543
"5162744",Tree,"1",32.60017776,237.58324,"0",18.8674741877096,99.3552153175057,322.132983,7717.662715,9337.352982
"5162745",Tree,"1",32.65096664,237.58324,"0",18.8674742783004,99.3551678498884,317.9497059,7717.373195,9336.097553
"5162746",Tree,"1",30.39953423,237.56155,"0",18.8675191720363,99.3553222148392,334.3014675,7713.332947,9345.026967
"5162747",Tree,"1",30.97779274,237.56155,"0",18.8675192626546,99.3552747472098,330.1018658,7713.035967,9343.766544
"5162748",Tree,"1",32.05064392,237.56155,"0",18.8674739838359,99.3553221196436,331.6282685,7718.325947,9340.186875
"5162749",Tree,"1",32.60017776,237.56155,"0",18.867474074454,99.355274652027,327.3943786,7718.029158,9338.925799
"5162750",Tree,"1",29.65656471,237.53908,"0",18.8675189681008,99.3554290170044,343.829085,7714.012971,9347.872083
"5162751",Tree,"1",30.39953423,237.53908,"0",18.8675190587464,99.3553815493756,339.5815428,7713.708718,9346.606021
"5162752",Tree,"1",31.49575806,237.53908,"0",18.867473779901,99.3554289217802,341.2305336,7719.00553,9343.033465
"5162753",Tree,"1",32.05064392,237.53908,"0",18.8674738705463,99.3553814541641,336.950236,7718.701475,9341.766747
"5162754",Tree,"1",29.38070869,237.51584,"0",18.867518764104,99.3555358191681,353.4582394,7714.709352,9350.729878
"5162755",Tree,"1",29.65656471,237.51584,"0",18.8675188547768,99.3554883515399,349.1666155,7714.39783,9349.458182
"5162756",Tree,"1",29.98759079,237.51584,"0",18.8674735759048,99.3555357239153,350.9309966,7719.701461,9345.89274
"5162757",Tree,"1",31.49575806,237.51584,"0",18.8674736665773,99.3554882562998,346.6080823,7719.390141,9344.620385
"5162758",Tree,"1",29.38070869,237.49183,"0",18.8675186700182,99.355585066832,357.9302925,7715.035971,9352.051908
"5162759",Tree,"1",29.98759079,237.49183,"0",18.8674734818192,99.355584971566,355.4348487,7720.027869,9347.215453
"5162760",Tree,"1",25.09846306,237.46705,"0",18.8674732811354,99.3556899936637,365.1002553,7720.735546,9350.045175
"5162761",Tree,"1",25.17851639,237.46705,"0",18.8675184693339,99.3556900889578,367.5300791,7715.744107,9354.880167
"5162762",Tree,"1",29.38070869,237.46705,"0",18.867518560046,99.3556426213305,363.1808545,7715.422087,9353.600342
"5162763",Tree,"1",29.98759079,237.46705,"0",18.8674733718473,99.355642526049,360.7217355,7720.413735,9348.764689
"5162764",Tree,"1",19.91116714,237.4415,"0",18.8675182651873,99.3557968911182,377.3749726,7716.480455,9357.768908
"5162765",Tree,"1",21.36306,237.4415,"0",18.8674730769893,99.3557967957954,375.0089431,7721.471419,9352.93541
"5162766",Tree,"1",25.09846306,237.4415,"0",18.8674731677285,99.3557493281815,370.5955953,7721.142348,9351.649299
"5162767",Tree,"1",25.17851639,237.4415,"0",18.8675183559267,99.3557494234915,372.9896217,7716.151171,9356.483462
"5162769",Tree,"1",19.91116714,237.41518,"0",18.8675181517461,99.3558562256512,382.8779198,7716.8966,9359.379227
"5162770",Tree,"1",20.36564255,237.41518,"0",18.867472872782,99.3559035979259,384.9916065,7722.223624,9355.83829
"5162771",Tree,"1",21.36306,237.41518,"0",18.8674729635484,99.3558561303125,380.5461061,7721.887295,9354.546561
"5162773",Tree,"1",20.36564255,237.3881,"0",18.867472759307,99.3559629324422,390.5674092,7722.64857,9357.45646
"5165609",Tree,"1",31.08966255,237.81878,"0",18.8673751138994,99.353850410099,207.1849064,7721.874635,9291.330712
"5165611",Tree,"1",31.63792419,237.81878,"0",18.867375023645,99.3538978776951,210.2728373,7722.074078,9292.517476
"5165612",Tree,"1",31.46172714,237.8081,"0",18.8673748205284,99.3540046797855,217.4811489,7722.534651,9295.196982
"5165614",Tree,"1",31.63792419,237.8081,"0",18.86737491081,99.35395721219,214.2344121,7722.327931,9294.004503
"5165616",Tree,"1",31.46172714,237.79662,"0",18.8673747076593,99.3540640142796,221.631451,7722.7976,9296.691149
"5165617",Tree,"1",31.46854019,237.79662,"0",18.8673746173505,99.3541114818745,225.0216724,7723.011597,9297.889338
"5165619",Tree,"1",33.47311783,237.79662,"0",18.8674198055572,99.3541115767452,228.6970261,7718.014335,9302.745386
"5165620",Grass,"1",31.46854019,237.78435,"0",18.8673745236422,99.354160729504,228.6015719,7723.237037,9299.135139
"5165621",Grass,"1",33.47311783,237.78435,"0",18.8674197118488,99.3541608243879,232.2202734,7718.239921,9303.990537
"5165622",Grass,"1",31.46854019,237.77128,"0",18.8673744141113,99.3542182839622,232.8621369,7723.504913,9300.594533
"5165623",Grass,"1",31.79891205,237.77128,"0",18.8673743237631,99.3542657515562,236.4353025,7723.729418,9301.80096
"5165624",Grass,"1",33.02696609,237.77128,"0",18.8674195119691,99.3542658464683,239.935885,7718.732621,9306.654967
"5165625",Grass,"1",33.47311783,237.77128,"0",18.8674196023175,99.3542183788615,236.4156329,7718.50797,9305.449169
"5165626",Tree,"1",31.41396713,237.75743,"0",18.8673741204354,99.3543725536419,244.658086,7724.246374,9304.52468
"5165627",Tree,"1",31.79891205,237.75743,"0",18.8673742108108,99.3543250860485,240.973267,7724.014596,9303.312556
"5165628",Tree,"1",32.21418381,237.75743,"0",18.8674193086409,99.3543726485826,248.0426489,7719.249911,9309.377268
"5165629",Tree,"1",33.02696609,237.75743,"0",18.8674193990165,99.3543251809764,244.4088625,7719.017983,9308.165775
"5165630",Tree,"1",30.96375656,237.74279,"0",18.8674191052513,99.3544794506955,256.3872096,7719.783573,9312.112373
"5165631",Tree,"1",30.97779274,237.74279,"0",18.8673739170464,99.3544793557262,253.1142521,7724.779691,9307.261212
"5165632",Tree,"1",31.41396713,237.74279,"0",18.8673740074491,99.3544318881334,249.3286483,7724.540641,9306.043395
"5165633",Tree,"1",32.21418381,237.74279,"0",18.8674191956542,99.3544319830899,252.6506511,7719.544369,9310.895191
"5165634",Tree,"1",29.77770615,237.72736,"0",18.8674189018005,99.354586252807,264.9470997,7720.333605,9314.860274
"5165635",Tree,"1",30.96375656,237.72736,"0",18.8674189922307,99.3545387852021,261.1174636,7720.087126,9313.637406
"5165636",Tree,"1",30.97779274,237.72736,"0",18.867373804026,99.3545386902169,257.9045427,7725.083047,9308.78704
"5165637",Tree,"1",31.01983452,237.72736,"0",18.8673737135961,99.3545861578092,261.7811854,7725.329367,9310.010545
"5165638",Grass,"1",29.77770615,237.71115,"0",18.8674188079665,99.354635500447,268.9610353,7720.592744,9316.131668
"5165639",Grass,"1",31.01983452,237.71115,"0",18.8673736197623,99.3546354054359,265.8429271,7725.588338,9311.282601
"5165640",Tree,"1",29.77770615,237.69415,"0",18.8674186982884,99.3546930549173,273.7021171,7720.900002,9317.620957
"5165641",Tree,"1",29.98759079,237.69415,"0",18.867418607819,99.3547405225214,277.6510565,7721.156987,9318.852028
"5165642",Tree,"1",31.01983452,237.69415,"0",18.8673735100845,99.3546929598908,270.6386378,7725.895398,9312.772666
"5165643",Tree,"1",31.31115532,237.69415,"0",18.8673734196153,99.3547404274821,274.6316307,7726.152216,9314.004378
"5165644",Tree,"1",29.98759079,237.67636,"0",18.8674184947151,99.3547998570261,282.634134,7721.482761,9320.394413
"5165645",Tree,"1",31.31115532,237.67636,"0",18.8673733065117,99.354799761971,279.6685129,7726.47778,9315.547565
"5165646",Tree,"1",31.33176994,237.67636,"0",18.8674184042183,99.3548473246296,286.656415,7721.747017,9321.631156
"5165647",Tree,"1",31.83891678,237.67636,"0",18.8673732160152,99.3548472295617,283.7328386,7726.741865,9316.784952
"5165648",Tree,"1",31.33176994,237.6578,"0",18.8674182910804,99.3549066591335,291.726884,7722.081879,9323.180628
"5165649",Tree,"1",31.83891678,237.6578,"0",18.8673731028776,99.3549065640498,288.8546317,7727.07651,9318.33523
"5165650",Tree,"1",32.58109283,237.6578,"0",18.8673730123538,99.35495403164,292.9836702,7727.347859,9319.578287
"5165651",Tree,"1",32.58109283,237.6578,"0",18.8674182005564,99.3549541267364,295.8158338,7722.353403,9324.423039
"5165652",Tree,"1",32.58109283,237.63845,"0",18.8673728991821,99.3550133661273,298.1825585,7727.691584,9321.135649
"5165653",Tree,"1",32.58109283,237.63845,"0",18.8674180873844,99.3550134612396,300.9658033,7722.697351,9325.979593
"5165654",Tree,"1",32.65096664,237.63845,"0",18.8674179968332,99.3550609288418,305.1154431,7722.976142,9327.227666
"5165655",Tree,"1",32.87134552,237.63845,"0",18.8673728086312,99.3550608337168,302.3703971,7727.970196,9322.384371
"5165656",Tree,"1",32.65096664,237.61832,"0",18.8674179028736,99.355110176479,309.447336,7723.268802,9328.525201
"5165657",Tree,"1",32.87134552,237.61832,"0",18.8673727146717,99.3551100813407,306.7410589,7728.262666,9323.68258
"5165658",Tree,"1",32.60017776,237.59742,"0",18.8674177024582,99.3552151985474,318.7707981,7723.904516,9331.301269
"5165659",Tree,"1",32.65096664,237.59742,"0",18.8674177930488,99.355167730946,314.5428086,7723.615231,9330.045026
"5165660",Tree,"1",32.87134552,237.59742,"0",18.8673726048472,99.3551676357923,311.8807496,7728.608871,9325.203194
"5165661",Tree,"1",32.97732544,237.59742,"0",18.8673725142569,99.355215103381,316.1443424,7728.89797,9326.46009
"5165662",Tree,"1",31.69176102,237.57574,"0",18.8673723103844,99.3553219054545,325.8142032,7729.560237,9329.297292
"5165663",Tree,"1",32.05064392,237.57574,"0",18.8674174985852,99.3553220006495,328.3633224,7724.567212,9334.137
"5165664",Tree,"1",32.60017776,237.57574,"0",18.867417589203,99.3552745330487,324.0867818,7724.270663,9332.875106
"5165665",Tree,"1",32.97732544,237.57574,"0",18.867372401002,99.3552744378664,321.5037568,7729.26388,9328.034743
"5165666",Tree,"1",29.22544289,237.55328,"0",18.8673721064506,99.3554287075267,335.5828714,7730.238833,9332.147203
"5165667",Tree,"1",31.49575806,237.55328,"0",18.8674172946509,99.3554288027503,338.0583383,7725.246247,9336.985434
"5165668",Tree,"1",31.69176102,237.55328,"0",18.8673721970954,99.3553812399392,331.2296002,7729.93522,9330.879007
"5165669",Tree,"1",32.05064392,237.55328,"0",18.867417385296,99.3553813351501,333.7373587,7724.942437,9335.717895
"5165670",Tree,"1",25.79549217,237.53006,"0",18.8673719024556,99.3555355095974,345.4419647,7730.933753,9335.009813
"5165671",Tree,"1",29.22544289,237.53006,"0",18.8673719931276,99.3554880420106,341.0494822,7730.622885,9333.735975
"5165672",Tree,"1",29.98759079,237.53006,"0",18.8674170906554,99.3555356048496,347.847276,7725.941615,9339.84656
"5165673",Tree,"1",31.49575806,237.53006,"0",18.8674171813276,99.3554881372501,343.485554,7725.630546,9338.573382
"5165674",Tree,"1",25.79549217,237.50606,"0",18.8673718083706,99.3555847572185,350.0164543,7731.259686,9336.334068
"5165675",Tree,"1",29.98759079,237.50606,"0",18.8674169965701,99.3555848524839,352.3905429,7726.267759,9341.17013
"5165676",Tree,"1",20.63453865,237.48129,"0",18.8673716076879,99.3556897792528,359.8274352,7731.966336,9339.167087
"5165677",Tree,"1",25.09846306,237.48129,"0",18.8674167958869,99.3556898745463,362.1372109,7726.974865,9344.001683
"5165678",Tree,"1",25.79549217,237.48129,"0",18.8673716983993,99.3556423116668,355.3839572,7731.644992,9337.885109
"5165679",Tree,"1",29.98759079,237.48129,"0",18.8674168865985,99.3556424069477,357.7224252,7726.653314,9342.720368
"5165680",Tree,"1",18.25505829,237.45575,"0",18.867371403543,99.3557965813202,369.8774041,7732.70114,9342.060688
"5165681",Tree,"1",20.63453865,237.45575,"0",18.8673714942817,99.3557491137349,365.4020826,7732.372546,9340.77308
"5165682",Tree,"1",21.36306,237.45575,"0",18.8674165917415,99.3557966766424,372.124805,7727.710144,9346.893787
"5165683",Tree,"1",25.09846306,237.45575,"0",18.8674166824804,99.3557492090443,367.6768396,7727.381338,9345.606845
"5165684",Tree,"1",18.25505829,237.42944,"0",18.8673712901028,99.3558559158015,375.4902469,7733.116411,9343.673713
"5165685",Tree,"1",19.60029984,237.42944,"0",18.8673711993369,99.3559033833863,379.9948997,7733.452252,9344.966946
"5165686",Tree,"1",20.36564255,237.42944,"0",18.8674163875349,99.355903478737,382.1828099,7728.461741,9349.798542
"5165687",Tree,"1",21.36306,237.42944,"0",18.8674164783009,99.3558560111396,377.704252,7728.125684,9348.505978
"5165688",Tree,"1",19.60029984,237.40237,"0",18.8673710858626,99.3559627178668,385.6429539,7733.876581,9346.586998
"5165689",Tree,"1",20.36564255,237.40237,"0",18.8674162740602,99.3559628132335,387.7989999,7728.886345,9351.417758
"5165690",Tree,"1",24.60964012,237.40237,"0",18.8674161832669,99.3560102808303,392.3058101,7729.229652,9352.715938
"5165691",Tree,"1",25.65070343,237.40237,"0",18.8673709950695,99.356010185451,390.1746689,7734.219667,9347.885849
"5165692",Tree,"1",24.60964012,237.37454,"0",18.867416089056,99.3560595284618,396.9941599,7729.589239,9354.065437
"5165693",Tree,"1",25.65070343,237.37454,"0",18.8673709008588,99.3560594330692,394.8883217,7734.579022,9349.236045
"5165695",Tree,"1",25.65070343,237.34595,"0",18.8673707907408,99.3561169875142,400.4119622,7735.003382,9350.817387
"5167949",Tree,"1",30.71615791,237.84194,"0",18.8673289990135,99.3537435108654,196.3435016,7726.560961,9283.687555
"5167950",Tree,"1",31.08966255,237.84194,"0",18.8673289087866,99.3537909784492,199.3169967,7726.752997,9284.869233
"5167951",Tree,"1",31.08966255,237.83205,"0",18.8673287959859,99.3538503129284,203.1458827,7726.997589,9286.349908
"5167952",Tree,"1",31.63792419,237.83205,"0",18.8673287057318,99.3538977805116,206.2942809,7727.1969,9287.537308
"5167953",Tree,"1",31.46172714,237.82137,"0",18.8673285026157,99.3540045825726,213.6368751,7727.657168,9290.21825
"5167954",Tree,"1",31.63792419,237.82137,"0",18.8673285928971,99.3539571149901,210.330805,7727.450584,9289.025133
"5167955",Tree,"1",31.46172714,237.8099,"0",18.867328389747,99.3540639170504,217.8604239,7727.919942,9291.713219
"5167956",Tree,"1",31.46854019,237.8099,"0",18.8673282994383,99.3541113846323,221.3084213,7728.133798,9292.912049
"5167957",Grass,"1",31.46854019,237.79763,"0",18.8673282057304,99.3541606322483,224.9474226,7728.359088,9294.158517
"5167958",Grass,"1",31.46854019,237.78457,"0",18.8673280961997,99.3542181866906,229.2759017,7728.626786,9295.618692
"5167959",Grass,"1",31.79891205,237.78457,"0",18.8673280058517,99.3542656542717,232.904093,7728.851143,9296.825765
"5167960",Tree,"1",31.41396713,237.77072,"0",18.8673278025246,99.354372456328,241.247266,7729.367756,9299.550943
"5167961",Tree,"1",31.79891205,237.77072,"0",18.8673278928998,99.3543249887476,237.5095361,7729.136131,9298.33817
"5167962",Tree,"1",30.97779274,237.75609,"0",18.8673275991361,99.354479258383,249.8189123,7729.900719,9302.288938
"5167963",Tree,"1",31.41396713,237.75609,"0",18.8673276895385,99.3544317908032,245.9825994,7729.661828,9301.07047
"5167964",Grass,"1",30.97779274,237.74067,"0",18.867327486116,99.3545385928574,254.6711948,7730.203875,9303.815581
"5167965",Grass,"1",31.01983452,237.74067,"0",18.8673273956864,99.3545860604366,258.5963136,7730.450031,9305.03974
"5167966",Grass,"1",31.01983452,237.72446,"0",18.8673273018528,99.3546353080498,262.7073015,7730.708831,9306.312476
"5167967",Tree,"1",31.01983452,237.70747,"0",18.8673271921753,99.3546928624889,267.5592208,7731.015687,9307.803336
"5167968",Tree,"1",31.31115532,237.70747,"0",18.8673271017063,99.3547403300672,271.5974907,7731.272335,9309.035705
"5167969",Tree,"1",31.31115532,237.68969,"0",18.867326988603,99.3547996645398,276.6896122,7731.597684,9310.579716
"5167970",Tree,"1",31.83891678,237.68969,"0",18.8673268981068,99.3548471321175,280.7970585,7731.861593,9311.817763
"5167971",Tree,"1",31.83891678,237.67113,"0",18.8673267849694,99.3549064665893,285.9714368,7732.196017,9313.368868
"5167972",Tree,"1",32.58109283,237.67113,"0",18.8673266944459,99.3549539341664,290.1415092,7732.467186,9314.612588
"5167973",Tree,"1",32.58109283,237.6518,"0",18.8673265812745,99.3550132686374,295.3904241,7732.810684,9316.17078
"5167974",Tree,"1",32.87134552,237.6518,"0",18.8673264907238,99.355060736214,299.6172917,7733.089111,9317.420168
"5167975",Tree,"1",32.87134552,237.63168,"0",18.8673263967646,99.3551099838243,304.0275344,7733.381388,9318.719068
"5167976",Tree,"1",32.87134552,237.61079,"0",18.8673262869404,99.3551675382602,309.2123322,7733.727363,9320.240492
"5167977",Tree,"1",32.97732544,237.61079,"0",18.8673261963503,99.3552150058358,313.5122161,7734.016271,9321.498057
"5167978",Tree,"1",31.69176102,237.58912,"0",18.8673259924784,99.3553218078799,323.2608227,7734.6781,9324.336769
"5167979",Tree,"1",32.97732544,237.58912,"0",18.8673260830957,99.3552743403049,318.9158668,7734.381939,9323.073548
"5167980",Bare Soil,"1",29.22544289,237.56667,"0",18.8673257885451,99.3554286099228,333.1043802,7735.356247,9327.188196
"5167981",Bare Soil,"1",31.69176102,237.56667,"0",18.8673258791897,99.3553811423483,328.7182875,7735.052834,9325.919326
"5167982",Tree,"1",25.79549217,237.54345,"0",18.8673255845506,99.3555354119642,343.0347146,7736.050707,9330.052327
"5167983",Tree,"1",29.22544289,237.54345,"0",18.8673256752224,99.3554879443904,338.6110066,7735.740045,9328.777812
"5167984",Tree,"1",25.79549217,237.51947,"0",18.8673254904658,99.3555846595718,347.6408819,7736.376424,9331.377286
"5167985",Tree,"1",20.63453865,237.49471,"0",18.8673252897837,99.3556896815772,357.5170592,7737.082607,9334.21181
"5167986",Tree,"1",25.79549217,237.49471,"0",18.8673253804948,99.3556422140043,353.0445037,7736.761476,9332.92915
"5167987",Tree,"1",18.25505829,237.46918,"0",18.8673250856394,99.3557964836153,367.6301927,7737.816925,9337.106946
"5167988",Tree,"1",20.63453865,237.46918,"0",18.8673251763778,99.355749016043,363.1271767,7737.488549,9335.818654
"5167989",Tree,"1",18.25505829,237.44289,"0",18.8673249721994,99.3558558180803,373.2768277,7738.231922,9338.720827
"5167990",Tree,"1",19.60029984,237.44289,"0",18.8673248814338,99.355903285652,377.8078723,7738.56754,9340.014745
"5167991",Tree,"1",19.60029984,237.41584,"0",18.8673247679597,99.3559626201163,383.4881386,7738.991589,9341.635657
"5167992",Tree,"1",25.65070343,237.41584,"0",18.8673246771669,99.3560100876874,388.0450191,7739.334449,9342.935196
"5167993",Tree,"1",25.65070343,237.38802,"0",18.8673245829565,99.3560593352921,392.7842298,7739.693566,9344.286107
"5167994",Tree,"1",25.65070343,237.35944,"0",18.8673244728387,99.3561168897214,398.3370483,7740.117645,9345.868287
"5167995",Tree,"1",30.8014679,237.35944,"0",18.8673243820065,99.3561643572916,402.9278009,7740.470959,9347.175937
"5170059",Tree,"1",31.35235786,237.87928,"0",18.8672289512769,99.3534822284392,171.9237439,7736.685203,9266.411764
"5170060",Tree,"1",31.55006027,237.87928,"0",18.8672288611171,99.3535296959961,174.5252348,7736.859202,9267.580796
"5170062",Tree,"1",30.71615791,237.87178,"0",18.8672738464231,99.3536365927409,184.8644129,7732.263941,9275.082217
"5170063",Tree,"1",31.08966255,237.87178,"0",18.8672286582133,99.3536364979982,180.7481643,7737.26251,9270.220449
"5170064",Tree,"1",31.26985168,237.87178,"0",18.8672739366103,99.3535891251718,182.101568,7732.082558,9273.90806
"5170065",Tree,"1",31.55006027,237.87178,"0",18.8672287484003,99.3535890304419,177.9214119,7737.081243,9269.045676
"5170066",Tree,"1",30.71615791,237.86348,"0",18.867273752841,99.3536858403435,187.8287237,7732.455542,9276.303099
"5170067",Tree,"1",31.08966255,237.86348,"0",18.8672285646314,99.3536857455876,183.7788813,7737.453986,9271.441971
"5170068",Tree,"1",30.71615791,237.85439,"0",18.8672736434574,99.3537433947702,191.4131952,7732.683868,9277.733387
"5170069",Tree,"1",31.08966255,237.85439,"0",18.8672283841959,99.3537806806989,189.8851277,7737.832906,9273.804452
"5170070",Tree,"1",31.08966255,237.85439,"0",18.8672735532308,99.3537908623384,194.4620936,7732.875753,9278.915823
"5170071",Tree,"1",31.08966255,237.8445,"0",18.8672282522218,99.3538501019983,194.5547175,7738.118166,9275.538466
"5170072",Tree,"1",31.08966255,237.8445,"0",18.8672734404305,99.3538501967982,198.3847029,7733.120151,9280.397448
"5170073",Tree,"1",31.13836861,237.8445,"0",18.8672281619682,99.3538975695531,197.8398818,7738.31719,9276.72725
"5170074",Tree,"1",31.63792419,237.8445,"0",18.8672733501767,99.3538976643658,201.6074677,7733.319304,9281.58561
"5170075",Tree,"1",30.13589478,237.83383,"0",18.8672279588532,99.3540043715505,205.4847997,7738.776797,9279.411316
"5170076",Tree,"1",31.13836861,237.83383,"0",18.8672280491341,99.3539569039963,202.0453812,7738.57051,9278.216808
"5170077",Tree,"1",31.46172714,237.83383,"0",18.8672731470612,99.3540044663918,209.1146937,7733.779207,9284.268271
"5170078",Tree,"1",31.63792419,237.83383,"0",18.8672732373423,99.3539569988248,205.7359673,7733.572787,9283.074388
"5170079",Tree,"1",29.86798286,237.82236,"0",18.867227755677,99.3541111735466,213.4495394,7739.252742,9282.10825
"5170080",Tree,"1",30.13589478,237.82236,"0",18.8672278459851,99.3540637059929,209.872468,7739.039194,9280.908025
"5170081",Tree,"1",31.46172714,237.82236,"0",18.8672730341928,99.3540638008501,213.4277513,7734.041774,9285.764197
"5170082",Tree,"1",31.46854019,237.82236,"0",18.8672729438845,99.3541112684164,216.9462101,7734.25546,9286.963795
"5170083",Tree,"1",29.86798286,237.81009,"0",18.8672276619696,99.3541604211332,217.2202373,7739.477708,9283.356169
"5170084",Tree,"1",31.46854019,237.81009,"0",18.8672728501768,99.3541605160162,220.6571633,7734.480572,9288.211062
"5170085",Tree,"1",29.86798286,237.79704,"0",18.8672275524396,99.3542179755412,221.6996339,7739.745022,9284.818044
"5170086",Tree,"1",30.54420662,237.79704,"0",18.8672274620921,99.354265443094,225.4497841,7739.969056,9286.02652
"5170087",Tree,"1",31.46854019,237.79704,"0",18.8672727406465,99.3542180704397,225.0681671,7734.748058,9289.672172
"5170088",Tree,"1",31.79891205,237.79704,"0",18.8672726502988,99.3542655380052,228.7631031,7734.972237,9290.880017
"5170089",Tree,"1",30.54420662,237.7832,"0",18.8672273491408,99.3543247775345,230.2044056,7740.253635,9287.540684
"5170090",Tree,"1",31.01983452,237.7832,"0",18.8672272587661,99.3543722450866,234.0588216,7740.484927,9288.754867
"5170091",Tree,"1",31.41396713,237.7832,"0",18.8672724469723,99.3543723400264,237.2519423,7735.488441,9293.606938
"5170092",Tree,"1",31.79891205,237.7832,"0",18.8672725373472,99.3543248724616,233.4502527,7735.257,9292.39339
"5170093",Tree,"1",30.97779274,237.76857,"0",18.8672270553788,99.354479047078,242.8842885,7741.017125,9291.496043
"5170094",Tree,"1",30.97779274,237.76857,"0",18.8672722435845,99.3544791420464,245.9628625,7736.020983,9296.346684
"5170095",Tree,"1",31.01983452,237.76857,"0",18.8672271457807,99.3544315795265,238.9366607,7740.778577,9290.276159
"5170096",Tree,"1",31.41396713,237.76857,"0",18.8672723339866,99.3544316744821,242.0654457,7735.782281,9295.127437
"5170097",Tree,"1",30.97779274,237.75316,"0",18.8672269423594,99.354538381517,247.8723586,7741.319845,9293.024459
"5170098",Tree,"1",30.97779274,237.75316,"0",18.8672721305647,99.3545384765013,250.8897333,7736.323899,9297.874303
"5170099",Tree,"1",31.01983452,237.75316,"0",18.8672268519302,99.3545858490679,251.903438,7741.565648,9294.250039
"5170100",Tree,"1",31.01983452,237.75316,"0",18.8672720401354,99.354585944065,254.8730943,7736.56986,9299.099244
"5170101",Tree,"1",31.01983452,237.73696,"0",18.8672267580972,99.3546350966518,256.1218752,7741.824076,9295.524253
"5170102",Tree,"1",31.01983452,237.73696,"0",18.8672719463021,99.3546351916619,259.0431761,7736.828455,9300.372793
"5170103",Tree,"1",31.01983452,237.71997,"0",18.8672266484204,99.3546926510565,261.0961995,7742.130492,9297.016843
"5170104",Tree,"1",31.01983452,237.71997,"0",18.867271836625,99.3546927460822,263.9624547,7737.135069,9301.864605
